latitude,longitude,accommodates,bedrooms,beds,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,host_is_superhost,host_identity_verified,calculated_host_listings_count,instant_bookable,reviews_per_month,review_scores_location,review_scores_cleanliness,price,bathrooms,has_wifi,has_ac,has_pool,has_parking,has_view,has_elevator,is_pet_friendly,has_balcony,neighbourhood_cleansed_Atasehir,neighbourhood_cleansed_Avcilar,neighbourhood_cleansed_Bagcilar,neighbourhood_cleansed_Bahcelievler,neighbourhood_cleansed_Bakirkoy,neighbourhood_cleansed_Basaksehir,neighbourhood_cleansed_Besiktas,neighbourhood_cleansed_Beyoglu,neighbourhood_cleansed_Esenyurt,neighbourhood_cleansed_Fatih,neighbourhood_cleansed_Kadikoy,neighbourhood_cleansed_Kagithane,neighbourhood_cleansed_Kucukcekmece,neighbourhood_cleansed_Maltepe,neighbourhood_cleansed_Other,neighbourhood_cleansed_Pendik,neighbourhood_cleansed_Sile,neighbourhood_cleansed_Sisli,neighbourhood_cleansed_Umraniye,neighbourhood_cleansed_Uskudar,property_type_Entire_home,property_type_Entire_rental_unit,property_type_Entire_serviced_apartment,property_type_Other,property_type_Private_room_in_bed_and_breakfast,property_type_Private_room_in_condo,property_type_Private_room_in_home,property_type_Private_room_in_rental_unit,property_type_Room_in_aparthotel,property_type_Room_in_boutique_hotel,property_type_Room_in_hotel,room_type_Hotel_room,room_type_Private_room,room_type_Shared_room
41.0032,28.97325,2,1.0,2.0,1.0,1125.0,347,223,4.78,0,1,7,0.0,3.79,4.87,4.6,1394.73,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
40.98598,29.0265,1,1.0,1.0,100.0,1125.0,363,13,4.92,0,1,1,0.0,0.22,4.92,4.77,865.75,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.04241,29.00032,3,1.0,2.0,100.0,1125.0,365,2,4.5,0,1,2,0.0,0.03,5.0,5.0,2599.21,1.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.98246,28.85333,2,1.0,1.0,100.0,1125.0,270,18,4.72,0,1,1,0.0,0.31,4.89,4.72,1033.58,1.0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.04347,29.0078,2,1.0,1.0,100.0,1125.0,365,6,4.33,0,1,2,0.0,0.1,4.67,4.5,2158.06,0.0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.03826,28.98549,3,2.0,2.0,100.0,1125.0,365,0,4.79,0,1,1,0.0,0.0,4.83,4.75,2105.08,1.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.1154,29.01414,4,3.0,2.0,100.0,1125.0,365,0,4.79,0,1,4,0.0,0.0,4.83,4.75,5882.04,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41.03931,28.97183,4,1.0,1.0,2.0,365.0,345,64,4.86,1,1,373,0.0,1.08,4.47,4.92,4500.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.05728,28.9825,4,1.0,2.0,100.0,1125.0,287,9,3.89,0,1,4,0.0,0.16,4.33,3.67,933.62,1.0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.05684,28.97344,3,1.0,2.0,100.0,365.0,196,12,4.92,0,1,10,0.0,0.22,4.27,5.0,616.04,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.9823051,29.1307046,2,1.0,2.0,1.0,365.0,365,23,4.65,0,1,13,0.0,0.44,4.74,4.43,5661.0,1.0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40.99587,29.02825,1,1.0,1.0,100.0,1125.0,365,5,5.0,0,1,1,0.0,0.08,5.0,5.0,584.93,1.0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40.83782,29.31383,2,1.0,1.0,100.0,1125.0,365,7,4.86,0,1,1,0.0,0.14,4.57,4.57,383.77,1.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
41.05556,28.97293,3,1.0,2.0,100.0,365.0,365,14,4.79,0,1,10,0.0,0.26,4.64,4.71,667.38,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03688,28.99044,3,1.0,1.0,1.0,1125.0,362,40,4.73,1,1,19,0.0,0.67,4.6,4.73,4579.88,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03628,28.98983,5,2.0,2.0,1.0,1125.0,347,6,4.0,1,1,19,0.0,0.1,4.0,4.17,7935.0,2.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.05631,28.97315,4,1.0,2.0,101.0,365.0,183,9,5.0,0,1,10,0.0,0.16,4.56,5.0,138.65,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03563,28.9918,5,2.0,1.0,1.0,1125.0,319,27,4.74,1,1,19,0.0,0.47,4.81,4.59,10810.64,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03693,28.99123,2,1.0,2.0,1.0,1125.0,324,58,4.72,1,1,19,0.0,1.02,4.66,4.66,5112.42,1.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.03426742553711,28.98683357238769,4,1.0,2.0,2.0,1125.0,298,113,4.76,0,1,4,0.0,1.91,4.6,4.87,4698.39,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.0547,29.02798,3,1.0,2.0,2.0,365.0,361,17,4.94,1,1,6,0.0,0.29,4.71,5.0,6365.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41.05258,29.02688,3,1.0,2.0,2.0,365.0,352,52,4.96,1,1,6,0.0,0.9,4.83,4.98,6356.5,1.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
40.99674,29.23731,2,1.0,1.0,100.0,1125.0,364,0,4.79,0,1,1,0.0,0.0,4.83,4.75,1045.19,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.04966,28.98579,1,1.0,1.0,100.0,1125.0,365,0,4.79,0,1,3,0.0,0.0,4.83,4.75,558.76,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.05556,28.97183,4,1.0,2.0,100.0,365.0,365,21,4.57,0,1,13,0.0,0.35,4.38,4.71,670.05,1.0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41.06097,28.94174,7,4.0,4.0,100.0,1125.0,364,0,4.79,0,1,3,0.0,0.0,4.83,4.75,2151.47,2.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01377,28.97741,3,1.0,2.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,1391.43,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01518,28.97721,3,1.0,2.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,1391.43,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.0148,28.97567,3,1.0,2.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,1391.43,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01406,28.97784,3,1.0,2.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,1391.43,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01481,28.97649,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,4638.05,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01406,28.97617,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,4638.05,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01544,28.97616,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,797.78,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.0137,28.97767,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,797.78,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01423,28.97737,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,787.54,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01498,28.97789,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,802.9,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01431,28.97775,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,797.78,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.0153,28.97771,2,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,797.78,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01544,28.97641,1,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,672.17,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.05035,29.01993,2,1.0,1.0,3.0,1125.0,81,237,4.95,1,1,9,0.0,4.0,4.78,4.89,3751.0,1.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.97938,29.14518,2,1.0,1.0,100.0,365.0,365,0,4.79,0,1,2,0.0,0.0,4.83,4.75,204.77,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.05304,28.987564,4,2.0,2.0,200.0,730.0,364,70,4.81,1,1,10,0.0,1.22,4.96,4.83,999.42,1.5,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.99439,29.07722,1,1.0,1.0,100.0,365.0,364,5,4.4,0,1,1,0.0,0.11,4.8,4.2,158.98,1.0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.03484,28.99165,5,2.0,2.0,1.0,1125.0,347,35,4.63,1,1,19,0.0,0.6,4.66,4.69,7934.9,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03789,28.97287,4,1.0,1.0,2.0,365.0,348,34,4.74,1,1,373,0.0,0.59,4.29,4.85,4500.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03788,28.97339,4,1.0,1.0,2.0,365.0,358,37,4.95,1,1,373,0.0,0.65,4.92,4.92,4488.38,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03792,28.97361,4,1.0,1.0,2.0,365.0,332,1,1.0,1,1,373,0.0,0.02,1.0,1.0,4488.5,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03801,28.97376,4,1.0,1.0,2.0,365.0,360,108,4.86,1,1,373,0.0,1.88,4.55,4.85,4488.38,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.01452,28.97597,3,16.0,2.0,100.0,365.0,365,2,5.0,0,1,1,0.0,0.04,5.0,4.5,239.58,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
41.00246416577989,28.96408194624049,5,2.0,4.0,2.0,1125.0,351,59,4.71,1,1,5,0.0,1.0,4.61,4.68,3556.71,1.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.05485,28.81197,4,1.0,2.0,100.0,365.0,365,0,4.79,0,1,2,0.0,0.0,4.83,4.75,1634.72,1.0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01527,28.97638,1,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,667.88,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01545,28.9778,1,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,659.31,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01412,28.97659,1,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,667.88,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.00368118286133,28.97405242919922,5,2.0,5.0,2.0,365.0,364,1,2.0,0,1,3,0.0,0.08,5.0,1.0,9298.5,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.00368118286133,28.97405815124512,6,2.0,5.0,2.0,365.0,364,8,4.38,0,1,3,0.0,0.56,4.63,4.38,6952.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.00368118286133,28.97404289245605,5,2.0,5.0,2.0,365.0,365,2,2.5,0,1,3,0.0,0.04,3.0,2.5,7440.5,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.026161,28.97489,3,1.0,2.0,2.0,365.0,244,203,4.86,1,1,2,0.0,3.46,4.98,4.9,5297.0,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40.99461,29.12217,3,1.0,2.0,3.0,1125.0,345,35,4.97,0,1,2,0.0,0.6,4.89,4.94,8820.33,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41.03481,28.99027,5,2.0,2.0,1.0,1125.0,319,6,4.0,1,1,19,0.0,0.12,4.0,3.67,10278.1,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.00312,28.9789,2,1.0,1.0,100.0,365.0,365,0,4.79,0,1,1,0.0,0.0,4.83,4.75,653.56,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.05542,28.66842,2,1.0,1.0,100.0,1125.0,365,0,4.79,0,1,1,0.0,0.0,4.83,4.75,2180.07,1.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
40.998165,28.841183,1,1.0,1.0,100.0,1125.0,364,1,5.0,0,1,1,0.0,0.02,5.0,5.0,129.71,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.03922,28.97319,2,1.0,1.0,100.0,1125.0,365,24,5.0,0,1,1,0.0,0.44,4.21,4.88,692.26,1.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.00879,28.71608,2,1.0,1.0,100.0,1125.0,365,0,4.79,0,1,1,0.0,0.0,4.83,4.75,154.99,1.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41.00409968671396,28.96829306675948,2,1.0,1.0,2.0,365.0,360,0,4.79,0,1,21,0.0,0.0,4.83,4.75,2480.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
41.00483925416053,28.96840825922256,3,1.0,2.0,2.0,365.0,338,2,4.5,0,1,21,0.0,0.05,4.5,5.0,2473.13,1.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41.139038,28.788857,6,2.0,3.0,100.0,365.0,365,3,5.0,0,1,7,0.0,0.07,4.67,4.67,788.75,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03998,28.98363,3,1.0,1.0,29.0,1125.0,317,23,4.83,0,1,10,0.0,0.4,4.87,4.7,2011.48,1.0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01524,28.9776,1,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,672.17,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.01397,28.97591,1,1.0,1.0,100.0,1100.0,175,0,4.79,0,1,81,0.0,0.0,4.83,4.75,667.88,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
40.99131,29.108,3,1.0,2.0,100.0,1125.0,360,63,4.89,0,1,9,0.0,1.09,4.9,4.87,1019.93,1.0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41.02258,28.97298,6,2.0,1.0,2.0,365.0,149,18,4.39,0,1,6,0.0,0.3,4.33,4.67,5543.5,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03556,28.98204,4,1.0,2.0,100.0,365.0,365,0,4.79,0,1,1,0.0,0.0,4.83,4.75,2317.97,1.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03208,28.98042,3,1.0,2.0,1.0,1125.0,145,89,4.9,1,1,47,0.0,1.52,4.97,4.9,5236.68,1.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.03553,28.986933,2,1.0,1.0,100.0,1125.0,365,55,4.53,0,1,6,0.0,0.95,4.76,4.44,2275.93,1.0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41.03393,28.98588,4,2.0,2.0,100.0,180.0,365,8,4.38,0,1,1,0.0,0.15,4.0,4.5,1028.79,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
41.03084,28.97345,4,2.0,2.0,100.0,1125.0,365,42,4.93,0,1,1,0.0,0.76,4.86,4.67,1347.55,1.0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.055,28.81159,2,1.0,1.0,100.0,365.0,364,7,4.86,0,1,10,0.0,0.13,4.29,4.71,514.94,1.0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.05919,28.98501,2,1.0,1.0,100.0,1125.0,364,0,4.79,0,1,1,0.0,0.0,4.83,4.75,1081.62,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41.05232,29.00719,2,1.0,1.0,100.0,730.0,362,0,4.79,0,1,2,0.0,0.0,4.83,4.75,280.19,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40.98925,29.03996,1,1.0,1.0,100.0,1125.0,365,0,4.79,0,1,4,0.0,0.0,4.83,4.75,504.74,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
41.03961,28.97154,4,1.0,1.0,2.0,365.0,338,45,4.89,1,1,373,0.0,0.86,4.36,4.82,4500.0,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03964,28.97332,4,1.0,1.0,2.0,365.0,346,62,4.79,1,1,373,0.0,1.11,4.48,4.81,4488.38,1.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03825,28.97151,4,1.0,1.0,2.0,365.0,264,30,4.77,1,1,373,0.0,0.52,4.37,4.9,4500.0,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03777,28.9734,4,1.0,1.0,2.0,365.0,355,0,4.79,1,1,373,0.0,0.0,4.83,4.75,4488.5,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41.03987,28.97189,4,1.0,1.0,2.0,365.0,333,0,4.79,1,1,373,0.0,0.0,4.83,4.75,4500.0,1.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
